bus_id,temperature,vibration,speed,fuel_consumption,load,outlier_type,is_failure,timestamp
35,77.84,12.66,34.31,43.02,61.71,normal,0,2024-02-16 10:43:00
32,82.91,16.27,16.86,39.8,34.79,normal,0,2024-11-20 15:18:00
16,92.69,18.12,43.72,30.38,57.85,normal,0,2024-11-29 21:08:00
40,78.11,16.05,7.94,39.3,37.52,normal,0,2024-09-08 06:16:00
79,78.6,22.17,39.1,32.0,61.14,normal,0,2024-09-28 20:45:00
13,76.39,17.63,28.77,36.53,57.96,normal,0,2024-01-21 22:53:00
58,82.74,16.35,47.21,36.94,43.0,normal,0,2024-03-03 06:40:00
22,72.4,13.27,28.69,25.06,39.69,normal,0,2024-05-04 09:33:00
53,81.53,17.56,36.81,40.38,36.61,normal,0,2024-05-03 06:20:00
70,83.04,13.39,30.34,38.99,46.63,normal,0,2024-11-28 12:33:00
58,86.65,18.17,40.71,34.54,67.0,normal,0,2024-12-29 21:23:00
36,65.92,10.4,21.19,40.35,78.82,normal,0,2024-05-16 12:08:00
85,70.99,15.38,31.2,39.11,63.48,normal,0,2024-01-28 06:53:00
38,85.66,10.62,27.34,34.65,60.08,normal,0,2024-01-26 15:47:00
24,76.28,16.44,49.61,31.95,63.55,normal,0,2024-02-08 01:12:00
94,81.49,20.27,29.83,27.51,38.29,normal,0,2024-08-23 06:11:00
25,61.2,13.53,27.66,36.08,57.99,normal,0,2024-03-19 05:33:00
81,76.51,19.08,35.28,30.63,48.54,normal,0,2024-04-11 05:52:00
2,67.5,13.83,68.09,29.85,61.51,normal,0,2024-10-27 16:08:00
52,291.71,-50.95,-11.7,-30.47,-41.79,sensor_error,0,2024-06-15 13:16:00
35,82.86,17.5,38.54,34.56,58.63,normal,0,2024-03-21 21:44:00
29,75.84,15.71,33.0,35.67,28.13,normal,0,2024-06-11 16:08:00
41,-10.43,-43.44,324.61,-48.19,294.18,sensor_error,0,2024-03-28 06:05:00
8,83.33,12.09,29.22,33.41,45.11,normal,0,2024-05-10 10:34:00
17,80.52,10.29,24.54,28.54,26.01,normal,0,2024-01-12 18:12:00
52,85.0,16.11,25.69,37.85,44.04,normal,0,2024-11-23 14:04:00
36,74.95,14.6,52.29,31.2,63.12,normal,0,2024-07-02 22:10:00
63,103.43,34.91,38.33,39.88,34.72,real_anomaly,1,2024-01-11 07:28:00
9,74.16,9.85,45.9,37.99,63.06,normal,0,2024-07-12 19:53:00
17,80.02,15.32,39.58,31.37,61.12,normal,0,2024-10-16 16:55:00
93,73.77,17.22,38.37,35.28,58.76,normal,0,2024-08-12 01:49:00
89,80.32,9.08,30.63,41.07,39.56,normal,0,2024-03-08 08:22:00
29,75.25,17.38,35.0,34.61,68.42,normal,0,2024-01-27 06:28:00
54,82.59,14.6,58.58,24.97,39.56,normal,0,2024-01-08 03:58:00
20,75.47,10.84,31.48,31.07,32.91,normal,0,2024-02-25 23:46:00
2,84.16,14.56,33.38,29.24,72.73,normal,0,2024-05-25 06:28:00
50,78.69,16.39,37.4,38.35,51.17,normal,0,2024-04-09 03:13:00
53,76.85,11.98,35.58,41.21,78.55,normal,0,2024-01-26 00:05:00
98,80.46,20.89,28.45,27.3,49.13,normal,0,2024-08-08 04:18:00
39,88.51,13.4,44.95,35.68,55.65,normal,0,2024-10-25 01:31:00
8,65.02,18.3,50.18,32.66,53.33,normal,0,2024-07-02 02:40:00
8,86.67,16.07,25.68,38.66,47.48,normal,0,2024-09-17 04:09:00
85,75.43,5.29,29.34,35.03,56.75,normal,0,2024-10-12 07:54:00
51,64.37,5.48,6.16,27.56,48.99,normal,0,2024-02-29 08:33:00
88,82.93,18.73,47.31,30.05,62.45,normal,0,2024-10-29 11:06:00
11,67.53,11.16,13.15,38.4,51.96,normal,0,2024-03-06 18:35:00
78,87.27,14.75,19.74,29.33,65.72,normal,0,2024-11-24 17:40:00
26,85.12,16.21,44.17,33.0,50.01,normal,0,2024-01-19 10:07:00
62,77.78,14.12,38.33,28.54,72.8,normal,0,2024-03-03 21:01:00
91,77.73,19.98,34.85,34.74,54.07,normal,0,2024-03-27 09:04:00
19,75.22,6.13,27.58,36.8,51.54,normal,0,2024-06-12 07:20:00
22,83.53,9.44,7.34,28.72,62.93,normal,0,2024-12-02 11:14:00
9,39.38,41.11,23.27,44.72,31.98,real_anomaly,1,2024-11-26 10:00:00
39,70.8,17.96,10.69,30.17,86.25,normal,0,2024-02-27 00:06:00
67,71.86,15.68,18.79,32.3,37.12,normal,0,2024-12-06 04:29:00
50,73.8,11.92,23.08,33.76,82.27,normal,0,2024-09-26 22:31:00
77,79.15,14.4,51.25,38.11,12.46,normal,0,2024-04-11 10:29:00
38,63.5,14.48,38.23,30.6,22.26,normal,0,2024-03-12 01:40:00
22,83.46,13.0,25.1,35.56,40.13,normal,0,2024-02-29 12:34:00
39,85.04,12.55,29.0,28.54,45.39,normal,0,2024-09-17 12:36:00
21,79.31,15.89,40.94,34.69,67.09,normal,0,2024-06-10 06:48:00
35,84.24,18.02,25.48,31.15,47.82,normal,0,2024-09-04 01:23:00
39,85.2,18.91,29.26,33.62,53.87,normal,0,2024-01-16 06:13:00
13,92.85,13.21,8.17,31.43,56.73,normal,0,2024-01-27 09:07:00
14,92.28,26.16,30.39,28.38,80.92,normal,0,2024-09-08 14:39:00
63,75.13,15.93,48.03,31.98,54.51,normal,0,2024-01-10 16:40:00
31,88.18,14.04,23.76,32.26,55.78,normal,0,2024-01-22 13:24:00
26,80.8,14.66,24.48,34.0,69.55,normal,0,2024-11-25 00:40:00
41,79.38,14.87,48.59,46.18,63.5,normal,0,2024-09-26 18:48:00
32,78.23,20.96,25.78,28.16,57.09,normal,0,2024-06-23 22:08:00
25,258.86,319.21,-42.63,-46.98,188.12,sensor_error,0,2024-07-16 19:53:00
75,83.24,16.19,46.5,36.04,53.3,normal,0,2024-01-12 09:14:00
19,77.24,17.16,25.71,30.43,81.47,normal,0,2024-05-10 22:50:00
27,65.97,13.9,38.5,33.03,72.94,normal,0,2024-04-11 16:53:00
54,73.4,16.0,64.49,39.54,54.49,normal,0,2024-11-12 12:57:00
12,77.15,10.41,54.2,31.49,36.44,normal,0,2024-07-20 06:50:00
12,66.05,13.3,28.25,36.43,65.25,normal,0,2024-10-10 06:04:00
79,64.24,22.19,12.42,32.86,24.66,normal,0,2024-03-13 17:09:00
50,75.36,16.57,70.0,24.3,63.51,normal,0,2024-07-30 08:11:00
33,74.92,15.76,49.31,36.17,64.04,normal,0,2024-11-22 10:29:00
48,92.94,13.15,49.02,35.96,39.55,normal,0,2024-09-25 23:53:00
44,83.91,10.15,47.42,38.85,48.81,normal,0,2024-06-30 16:53:00
61,89.92,10.4,55.24,34.85,52.72,normal,0,2024-04-01 15:01:00
9,71.0,24.74,12.76,28.43,26.81,normal,0,2024-01-23 10:45:00
15,67.8,12.58,25.91,29.42,45.01,normal,0,2024-05-23 02:30:00
60,90.43,14.31,24.53,29.71,56.41,normal,0,2024-03-18 15:38:00
100,78.83,14.57,21.73,37.75,41.46,normal,0,2024-07-21 11:12:00
65,87.35,12.1,20.7,30.56,81.26,normal,0,2024-08-26 12:45:00
38,83.39,22.09,23.96,30.38,72.31,normal,0,2024-12-21 12:30:00
37,70.49,19.79,35.64,31.77,46.98,normal,0,2024-05-01 13:57:00
91,-45.54,463.9,-12.29,-35.48,-47.93,sensor_error,0,2024-01-13 17:38:00
21,83.76,23.7,42.25,39.6,35.71,normal,0,2024-05-03 01:00:00
31,73.92,15.53,39.41,35.09,61.79,normal,0,2024-06-22 01:27:00
16,69.02,12.98,45.87,35.68,63.49,normal,0,2024-01-04 18:08:00
45,88.71,24.67,14.41,30.48,29.34,normal,0,2024-11-17 04:02:00
20,69.16,14.85,36.36,42.08,69.4,normal,0,2024-09-12 15:09:00
23,76.18,18.19,23.3,33.39,77.96,normal,0,2024-02-02 10:46:00
27,90.42,15.97,49.98,42.43,65.42,normal,0,2024-08-23 01:43:00
36,74.66,14.53,25.92,29.53,29.67,normal,0,2024-02-20 12:29:00
99,90.28,13.93,26.1,38.31,36.96,normal,0,2024-05-21 06:28:00
59,86.18,18.32,41.12,30.17,52.41,normal,0,2024-10-24 12:02:00
28,80.02,10.73,38.93,30.45,47.91,normal,0,2024-03-10 04:47:00
49,80.14,14.85,26.68,29.59,74.65,normal,0,2024-06-26 03:54:00
49,86.42,11.19,52.91,39.65,42.95,normal,0,2024-05-02 15:45:00
11,72.15,14.56,35.27,39.06,43.0,normal,0,2024-12-24 20:15:00
16,79.65,19.15,33.87,36.32,35.29,normal,0,2024-02-23 00:47:00
39,74.23,14.77,13.24,34.85,16.52,normal,0,2024-05-25 01:11:00
68,83.44,12.79,23.61,25.06,54.27,normal,0,2024-10-15 21:34:00
93,78.1,15.36,41.31,33.87,35.88,normal,0,2024-08-02 01:29:00
65,77.17,13.25,47.11,30.28,60.59,normal,0,2024-08-06 16:54:00
23,61.8,18.58,30.16,32.98,32.55,normal,0,2024-07-02 09:21:00
27,93.83,18.24,16.29,36.36,52.65,normal,0,2024-02-12 10:46:00
78,76.8,11.81,36.26,36.43,52.4,normal,0,2024-10-27 09:43:00
92,78.13,11.61,26.22,29.54,48.81,normal,0,2024-11-21 20:51:00
10,79.14,13.05,37.32,34.49,48.54,normal,0,2024-02-27 05:14:00
1,69.02,12.87,30.35,35.65,42.7,normal,0,2024-06-06 15:47:00
61,-36.9,428.92,-24.93,-7.46,-10.81,sensor_error,0,2024-02-29 09:54:00
30,66.72,14.82,45.22,31.65,52.29,normal,0,2024-09-09 03:58:00
63,65.3,12.23,35.77,29.98,45.42,normal,0,2024-08-20 11:15:00
96,78.79,15.52,52.66,29.61,55.84,normal,0,2024-08-17 00:01:00
18,63.92,13.29,30.56,35.47,39.75,normal,0,2024-04-25 19:40:00
65,86.98,12.05,28.58,34.64,57.25,normal,0,2024-07-21 20:51:00
41,81.46,14.85,43.38,24.21,47.31,normal,0,2024-03-11 17:48:00
41,76.25,13.62,29.91,40.05,22.75,normal,0,2024-01-30 13:59:00
41,69.47,14.48,42.48,31.66,59.84,normal,0,2024-07-12 17:23:00
26,68.76,8.1,58.32,32.39,66.68,normal,0,2024-12-17 13:34:00
43,76.83,16.25,38.84,32.52,12.62,normal,0,2024-03-09 09:18:00
68,74.56,14.26,38.56,33.78,54.97,normal,0,2024-12-11 00:27:00
86,76.47,12.95,30.65,41.43,63.24,normal,0,2024-08-03 06:21:00
70,84.23,11.49,53.73,40.89,39.01,normal,0,2024-06-15 11:59:00
48,91.89,17.43,52.0,36.72,55.65,normal,0,2024-01-30 01:37:00
79,73.22,16.99,29.37,31.86,47.0,normal,0,2024-03-06 13:59:00
18,63.4,15.44,23.45,34.54,54.94,normal,0,2024-05-01 15:37:00
42,79.41,20.04,21.32,44.33,42.73,normal,0,2024-07-03 10:57:00
81,63.31,18.08,25.22,36.88,59.81,normal,0,2024-06-30 22:33:00
93,89.27,17.28,34.27,30.36,66.87,normal,0,2024-06-23 08:26:00
65,70.3,9.68,41.18,37.36,50.16,normal,0,2024-02-25 15:36:00
77,71.52,19.75,15.28,36.49,42.97,normal,0,2024-06-17 03:45:00
70,77.73,15.47,22.97,28.69,47.21,normal,0,2024-07-24 04:42:00
63,77.75,16.32,34.88,32.47,76.64,normal,0,2024-10-22 08:23:00
53,71.14,5.56,56.38,24.09,50.15,normal,0,2024-03-05 23:08:00
60,80.78,10.94,36.32,34.7,49.02,normal,0,2024-02-28 15:02:00
23,76.48,8.66,37.1,35.35,30.84,normal,0,2024-05-25 19:42:00
53,86.79,12.61,38.31,42.81,68.36,normal,0,2024-11-14 10:06:00
11,-999.0,281.35,393.06,-34.17,-43.64,sensor_error,0,2024-02-17 03:29:00
68,69.98,20.09,35.37,34.49,65.6,normal,0,2024-06-10 15:57:00
13,80.99,19.71,51.47,33.7,29.96,normal,0,2024-03-13 16:56:00
25,72.27,12.84,38.65,42.52,27.2,normal,0,2024-12-11 23:26:00
72,82.92,17.32,13.36,43.64,81.33,normal,0,2024-02-27 10:01:00
45,80.46,16.18,34.05,33.28,42.07,normal,0,2024-07-05 18:33:00
19,71.77,12.78,16.9,31.88,51.75,normal,0,2024-12-06 16:00:00
39,74.71,9.36,20.31,37.11,44.63,normal,0,2024-11-18 11:09:00
15,70.09,10.02,37.94,44.21,86.69,normal,0,2024-07-31 08:41:00
64,67.11,15.86,52.8,37.75,86.1,normal,0,2024-05-07 10:04:00
42,85.38,20.0,43.83,34.7,78.83,normal,0,2024-08-09 03:58:00
13,68.19,18.16,41.88,40.51,44.07,normal,0,2024-05-11 23:34:00
38,380.44,-71.63,-19.07,-20.25,-32.62,sensor_error,0,2024-07-04 06:26:00
54,85.35,15.7,46.87,34.82,28.43,normal,0,2024-02-03 08:38:00
84,79.61,18.66,35.99,34.32,46.88,normal,0,2024-09-03 03:56:00
92,86.98,23.0,34.62,33.45,55.26,normal,0,2024-01-19 17:26:00
12,77.71,13.72,22.74,36.49,47.03,normal,0,2024-11-28 05:32:00
56,79.34,10.86,35.04,39.91,27.69,normal,0,2024-05-19 09:59:00
21,72.05,14.18,38.11,26.34,60.72,normal,0,2024-06-04 12:10:00
4,92.53,14.17,35.79,35.22,61.85,normal,0,2024-06-28 11:44:00
1,66.67,8.22,48.86,36.73,51.84,normal,0,2024-02-11 08:06:00
46,78.75,13.11,36.93,34.93,54.17,normal,0,2024-09-13 04:42:00
15,75.5,16.61,24.07,29.92,34.2,normal,0,2024-04-05 00:46:00
2,90.68,15.52,37.51,25.17,49.28,normal,0,2024-11-04 20:31:00
73,76.18,11.53,19.22,31.57,57.98,normal,0,2024-03-07 15:55:00
28,92.95,14.97,36.46,23.48,46.0,normal,0,2024-10-08 12:51:00
53,78.47,7.83,30.62,35.89,72.64,normal,0,2024-10-31 06:04:00
58,79.06,13.74,28.93,46.24,50.11,normal,0,2024-03-22 23:28:00
89,96.41,15.04,20.62,38.07,79.48,normal,0,2024-06-30 00:45:00
63,81.13,13.67,19.58,39.05,31.71,normal,0,2024-01-15 18:07:00
91,82.64,11.48,26.24,38.78,44.36,normal,0,2024-05-23 07:48:00
79,78.91,12.46,46.0,33.21,69.87,normal,0,2024-02-21 07:15:00
23,-999.0,-70.21,-27.33,-17.02,-20.1,sensor_error,0,2024-07-02 02:55:00
32,71.94,15.59,36.86,41.24,26.71,normal,0,2024-04-23 20:49:00
16,78.42,22.2,14.51,38.94,76.49,normal,0,2024-02-10 00:31:00
12,75.25,21.8,7.67,34.1,32.5,normal,0,2024-08-21 03:52:00
55,71.41,20.18,49.95,34.66,41.55,normal,0,2024-02-01 00:35:00
62,69.04,10.55,25.42,27.88,47.78,normal,0,2024-10-18 21:58:00
90,85.38,16.07,37.49,30.44,54.21,normal,0,2024-04-04 12:27:00
27,70.3,13.63,24.22,42.51,62.55,normal,0,2024-04-25 19:20:00
54,82.1,9.63,48.81,35.03,55.5,normal,0,2024-09-03 23:23:00
76,106.24,44.01,27.09,51.76,62.82,real_anomaly,1,2024-01-27 18:33:00
44,76.26,14.62,37.19,39.93,60.48,normal,0,2024-01-26 15:33:00
1,88.33,17.79,33.51,29.98,36.52,normal,0,2024-02-27 23:02:00
57,87.3,10.62,28.12,37.83,36.91,normal,0,2024-03-26 04:37:00
85,84.16,12.89,36.27,40.0,64.14,normal,0,2024-10-12 02:19:00
21,94.75,11.67,40.68,47.31,41.96,normal,0,2024-04-18 23:43:00
17,69.58,15.92,16.87,35.94,33.82,normal,0,2024-10-17 05:52:00
13,86.49,19.57,40.04,39.88,53.11,normal,0,2024-09-05 04:19:00
57,80.36,12.55,29.31,33.48,58.7,normal,0,2024-05-21 07:54:00
36,72.34,17.79,37.81,35.93,38.05,normal,0,2024-12-21 23:56:00
22,-999.0,385.62,-29.1,-46.69,176.57,sensor_error,0,2024-10-13 17:31:00
64,73.34,8.36,26.34,30.19,64.86,normal,0,2024-07-13 06:04:00
88,84.56,11.54,21.57,35.54,47.22,normal,0,2024-07-02 23:25:00
18,68.09,17.24,60.17,37.97,43.57,normal,0,2024-01-23 17:14:00
17,77.24,19.67,38.88,35.73,77.09,normal,0,2024-06-23 22:31:00
73,109.32,49.64,21.09,55.49,64.49,real_anomaly,1,2024-09-17 05:08:00
84,66.05,17.14,30.82,36.07,63.47,normal,0,2024-09-16 14:05:00
16,89.84,19.9,52.58,33.28,57.14,normal,0,2024-03-24 18:28:00
29,76.61,14.83,26.41,30.29,74.04,normal,0,2024-03-09 03:33:00
15,72.28,12.97,28.32,41.05,76.0,normal,0,2024-09-04 22:59:00
27,69.67,9.53,30.68,43.33,27.38,normal,0,2024-10-22 21:46:00
2,78.52,14.75,25.96,36.49,74.43,normal,0,2024-04-07 17:39:00
96,72.1,10.58,26.37,45.08,38.76,normal,0,2024-10-08 17:03:00
91,86.99,19.75,22.61,33.66,47.34,normal,0,2024-09-30 07:03:00
82,84.21,20.8,35.39,32.55,64.09,normal,0,2024-04-21 21:57:00
67,81.16,14.91,39.3,36.83,56.35,normal,0,2024-08-20 09:24:00
28,69.58,16.53,34.74,41.87,27.95,normal,0,2024-06-29 22:47:00
87,81.79,19.28,39.54,44.11,57.63,normal,0,2024-03-05 18:56:00
81,76.15,10.94,54.76,40.76,49.84,normal,0,2024-10-20 10:36:00
6,75.77,17.89,36.35,42.6,41.43,normal,0,2024-10-28 10:30:00
90,82.77,12.3,46.54,29.63,59.92,normal,0,2024-02-23 06:10:00
46,60.65,9.98,36.1,31.63,19.34,normal,0,2024-04-11 02:53:00
57,67.04,11.69,34.41,37.23,69.72,normal,0,2024-01-01 06:14:00
11,86.13,10.49,23.73,30.62,38.8,normal,0,2024-01-06 21:18:00
45,66.46,10.25,56.09,34.95,36.03,normal,0,2024-02-27 08:52:00
89,85.15,10.11,28.97,35.68,44.36,normal,0,2024-06-09 06:28:00
32,76.73,13.46,49.32,29.49,64.97,normal,0,2024-11-30 22:22:00
95,90.08,9.75,42.51,30.33,45.73,normal,0,2024-02-23 13:44:00
21,78.11,17.15,41.06,27.43,51.48,normal,0,2024-01-02 14:33:00
69,82.16,11.17,24.72,38.23,59.46,normal,0,2024-05-25 09:14:00
99,88.26,14.33,29.05,31.77,43.89,normal,0,2024-11-03 20:21:00
14,86.0,21.29,37.88,32.17,60.84,normal,0,2024-06-10 11:52:00
42,75.9,13.66,42.36,27.03,69.2,normal,0,2024-12-27 05:14:00
95,77.79,9.55,32.08,29.25,61.0,normal,0,2024-08-12 14:36:00
82,82.56,15.86,16.13,28.29,52.07,normal,0,2024-04-06 10:25:00
23,77.24,24.69,44.68,28.19,39.52,normal,0,2024-12-30 10:12:00
41,71.7,12.38,38.87,34.39,52.76,normal,0,2024-03-12 13:02:00
66,58.48,9.22,33.83,33.11,46.65,normal,0,2024-11-10 03:56:00
37,76.2,17.19,45.72,38.04,42.3,normal,0,2024-02-28 06:42:00
73,83.92,15.36,47.09,38.06,61.4,normal,0,2024-07-29 00:07:00
21,75.0,16.2,16.18,31.27,62.27,normal,0,2024-11-30 21:00:00
56,64.18,8.64,16.21,26.91,34.38,normal,0,2024-10-08 13:46:00
62,77.2,14.6,15.53,32.47,45.32,normal,0,2024-01-03 05:56:00
55,68.16,12.58,33.94,28.32,38.24,normal,0,2024-08-24 21:02:00
1,71.25,14.32,42.13,39.92,37.92,normal,0,2024-01-14 01:39:00
26,82.33,15.07,31.02,37.3,15.59,normal,0,2024-01-05 20:52:00
35,87.48,19.62,27.12,32.4,31.67,normal,0,2024-01-11 02:20:00
3,71.25,18.08,28.74,46.99,49.49,normal,0,2024-04-29 02:01:00
31,72.9,13.72,28.3,34.28,52.9,normal,0,2024-03-15 11:07:00
73,73.96,13.58,10.2,31.33,78.86,normal,0,2024-05-21 02:23:00
40,72.86,14.45,43.97,36.49,43.76,normal,0,2024-03-20 01:48:00
40,64.29,17.59,48.32,30.13,51.34,normal,0,2024-10-10 13:20:00
84,74.01,18.6,33.31,33.21,63.63,normal,0,2024-01-26 14:19:00
93,72.87,14.09,39.79,33.69,34.36,normal,0,2024-05-22 21:30:00
74,86.12,20.85,25.96,36.36,38.55,normal,0,2024-08-10 17:13:00
13,92.18,13.24,70.0,36.08,27.97,normal,0,2024-03-14 08:52:00
48,82.36,14.05,36.17,37.13,66.27,normal,0,2024-07-16 11:42:00
94,70.06,15.83,49.38,34.29,22.45,normal,0,2024-04-04 18:57:00
61,78.84,14.2,43.2,32.57,47.52,normal,0,2024-10-24 18:25:00
17,68.22,17.71,34.68,31.61,59.23,normal,0,2024-11-24 10:52:00
19,72.77,17.24,32.56,28.53,47.75,normal,0,2024-03-07 01:50:00
84,71.99,4.38,25.31,32.74,54.59,normal,0,2024-05-17 17:41:00
84,68.76,11.78,33.83,30.34,61.36,normal,0,2024-10-10 09:18:00
16,91.41,15.54,29.75,36.65,58.49,normal,0,2024-07-31 03:58:00
49,84.79,20.55,28.06,37.93,54.38,normal,0,2024-12-28 18:53:00
47,73.93,13.67,30.86,39.17,45.69,normal,0,2024-03-29 15:10:00
20,-999.0,-78.5,-16.75,-47.23,-35.37,sensor_error,0,2024-04-03 15:35:00
11,74.79,11.54,28.74,44.36,51.89,normal,0,2024-01-24 03:24:00
83,76.6,16.83,36.54,27.75,53.02,normal,0,2024-10-04 09:19:00
2,69.39,15.15,23.62,36.37,43.34,normal,0,2024-01-12 12:17:00
66,69.02,18.21,13.38,35.32,76.18,normal,0,2024-03-26 16:18:00
4,50.0,18.21,43.05,35.52,64.52,normal,0,2024-01-10 04:39:00
3,76.6,14.09,40.44,31.47,42.46,normal,0,2024-08-26 15:04:00
85,80.62,14.91,24.8,40.26,41.89,normal,0,2024-05-13 11:57:00
77,90.91,14.57,54.21,33.16,38.59,normal,0,2024-02-21 09:30:00
77,80.52,18.1,41.03,41.22,52.19,normal,0,2024-02-25 09:01:00
17,75.38,14.16,43.61,36.97,66.65,normal,0,2024-12-30 06:21:00
1,80.47,8.27,41.75,35.08,10.0,normal,0,2024-10-03 19:46:00
50,68.11,11.62,23.91,34.08,34.57,normal,0,2024-05-10 05:46:00
40,82.66,11.8,26.77,28.93,32.57,normal,0,2024-04-04 16:01:00
58,78.53,14.43,30.94,31.9,44.96,normal,0,2024-06-24 06:23:00
21,73.25,19.79,49.25,31.58,51.37,normal,0,2024-07-16 11:32:00
76,81.76,12.51,34.05,41.38,37.99,normal,0,2024-04-20 04:15:00
35,88.32,21.26,38.04,31.51,55.28,normal,0,2024-08-05 18:50:00
11,71.39,15.93,38.64,34.82,34.34,normal,0,2024-02-20 19:10:00
92,77.04,13.56,25.42,34.32,54.76,normal,0,2024-10-16 22:46:00
43,75.35,12.65,49.76,30.13,49.02,normal,0,2024-10-28 04:38:00
4,71.27,14.71,26.34,35.66,64.97,normal,0,2024-01-02 19:58:00
85,76.53,14.71,20.78,42.86,60.2,normal,0,2024-03-27 18:11:00
59,68.4,19.2,40.06,31.94,85.91,normal,0,2024-05-07 15:37:00
67,76.06,25.37,70.0,25.38,31.22,normal,0,2024-09-13 09:48:00
1,71.97,14.84,35.76,34.76,37.98,normal,0,2024-12-06 17:02:00
37,70.69,19.18,40.22,36.23,35.97,normal,0,2024-03-02 10:31:00
4,68.6,12.05,2.96,46.12,54.51,normal,0,2024-07-28 13:13:00
36,82.03,21.85,23.95,33.43,41.66,normal,0,2024-03-06 11:48:00
16,72.86,11.58,19.11,30.54,58.33,normal,0,2024-08-25 07:12:00
87,75.61,14.51,53.54,31.59,50.25,normal,0,2024-09-21 21:36:00
19,77.05,21.02,37.43,31.79,74.85,normal,0,2024-06-16 12:14:00
78,66.34,20.87,37.61,29.53,63.72,normal,0,2024-12-28 16:05:00
87,83.39,12.02,35.55,38.77,45.54,normal,0,2024-01-06 12:51:00
23,57.22,21.76,49.88,28.87,56.66,normal,0,2024-07-08 09:41:00
39,84.13,23.57,20.22,50.65,57.96,normal,0,2024-05-22 10:28:00
99,69.97,13.78,29.9,34.9,68.71,normal,0,2024-04-28 13:37:00
87,80.35,13.38,31.09,45.18,36.03,normal,0,2024-01-03 08:14:00
6,82.38,15.24,37.68,42.94,36.56,normal,0,2024-02-10 21:14:00
22,85.72,23.9,35.49,45.47,49.71,normal,0,2024-05-27 06:50:00
86,67.76,7.65,35.3,33.25,14.3,normal,0,2024-01-31 19:06:00
78,87.5,17.19,23.19,36.79,56.28,normal,0,2024-04-25 01:22:00
10,68.71,16.35,40.85,29.37,56.09,normal,0,2024-05-28 18:01:00
63,90.08,17.47,35.52,41.35,35.2,normal,0,2024-10-23 09:19:00
33,82.79,20.24,18.37,25.37,56.31,normal,0,2024-07-09 16:02:00
59,89.58,15.73,7.41,24.37,60.59,normal,0,2024-07-25 12:55:00
26,74.26,14.98,18.79,29.86,57.15,normal,0,2024-07-15 07:24:00
75,74.82,16.45,13.73,33.25,53.12,normal,0,2024-11-28 01:43:00
1,82.41,16.35,40.21,36.66,45.84,normal,0,2024-07-25 16:42:00
33,81.97,17.82,40.63,37.96,76.97,normal,0,2024-06-21 15:11:00
63,67.74,15.22,36.34,34.78,29.18,normal,0,2024-03-03 14:26:00
9,82.38,10.01,53.19,28.09,34.63,normal,0,2024-06-25 11:03:00
49,66.9,12.01,18.62,39.06,49.71,normal,0,2024-11-06 00:26:00
86,87.15,17.93,50.99,43.58,61.88,normal,0,2024-07-31 01:25:00
57,64.32,13.1,38.7,35.87,40.33,normal,0,2024-02-06 12:43:00
18,70.08,10.78,46.64,42.67,44.33,normal,0,2024-05-11 07:36:00
16,78.3,19.78,24.82,29.77,52.45,normal,0,2024-12-09 13:18:00
81,83.17,8.18,49.22,37.74,49.64,normal,0,2024-07-11 22:04:00
69,82.51,18.31,22.61,34.78,22.69,normal,0,2024-01-31 20:56:00
92,75.5,12.93,30.26,34.74,48.16,normal,0,2024-05-15 12:42:00
97,78.19,20.89,37.7,35.53,62.51,normal,0,2024-07-07 13:30:00
47,76.9,12.98,38.3,32.35,50.12,normal,0,2024-04-29 13:36:00
95,71.78,20.62,39.35,25.31,44.64,normal,0,2024-04-12 02:25:00
18,77.37,12.95,38.44,39.82,53.27,normal,0,2024-09-20 14:20:00
72,74.19,12.1,40.37,39.8,40.76,normal,0,2024-03-18 07:40:00
52,71.11,15.91,40.28,35.62,24.4,normal,0,2024-05-04 21:40:00
33,67.62,12.36,34.57,31.63,38.42,normal,0,2024-12-29 02:35:00
21,86.19,18.27,30.54,43.18,52.04,normal,0,2024-10-31 06:07:00
54,92.89,19.54,43.7,25.06,66.72,normal,0,2024-05-15 09:35:00
37,74.58,14.02,36.98,33.37,33.89,normal,0,2024-12-13 22:07:00
49,81.04,10.61,36.01,37.9,58.13,normal,0,2024-07-01 10:50:00
56,88.05,17.22,38.63,33.64,50.96,normal,0,2024-08-28 14:53:00
41,82.88,11.32,30.98,30.99,50.54,normal,0,2024-04-14 13:16:00
63,91.47,17.93,44.73,39.82,64.39,normal,0,2024-02-08 21:45:00
65,76.68,18.29,40.26,34.74,58.77,normal,0,2024-07-03 10:52:00
23,69.3,18.51,33.6,47.49,69.88,normal,0,2024-09-06 12:03:00
3,86.43,20.45,17.08,29.67,47.16,normal,0,2024-02-12 22:45:00
60,61.15,10.71,17.38,29.15,49.79,normal,0,2024-10-16 15:15:00
70,79.09,12.43,46.02,36.66,51.16,normal,0,2024-11-24 23:44:00
80,76.61,10.95,52.16,35.0,34.86,normal,0,2024-11-29 03:05:00
9,83.01,6.53,35.44,34.47,39.9,normal,0,2024-12-01 18:53:00
60,87.92,19.69,44.65,35.84,33.71,normal,0,2024-09-22 17:10:00
81,69.45,9.91,35.06,34.68,79.3,normal,0,2024-07-26 19:03:00
73,83.62,17.32,25.9,30.43,64.15,normal,0,2024-12-12 01:47:00
11,90.16,7.88,20.98,29.44,69.45,normal,0,2024-11-01 02:52:00
